Experiment,Acid_Type,Acid_Params,Initial_pH,Target_pH,Final_pH,Steps_Taken,Success
1752,triprotic,"[2.7252981950304638, 5.089546256825791, 6.068975035142563]",1.96,2.56,2.48,4,Yes
1753,monoprotic,3.71,1.67,2.48,2.47,4,Yes
1754,triprotic,"[2.536787838935993, 4.993871005557462, 6.860839327447573]",2.99,10.80,10.84,9,Yes
1755,monoprotic,5.65,1.90,5.70,5.80,3,Yes
1756,monoprotic,5.38,2.71,7.52,7.42,10,Yes
1757,monoprotic,4.76,3.07,6.11,6.17,3,Yes
1758,monoprotic,5.13,1.88,3.46,3.43,8,Yes
1759,diprotic,"[2.999060477033109, 4.8113107217770255]",1.78,6.91,6.85,13,Yes
1760,monoprotic,5.84,2.47,9.39,9.47,18,Yes
1761,monoprotic,3.33,1.93,3.19,3.10,3,Yes
1762,triprotic,"[2.1497687063471416, 4.870238573623437, 6.3290047237431]",2.30,5.80,5.72,9,Yes
1763,diprotic,"[3.361615397529439, 5.727377409305202]",2.02,6.12,6.04,7,Yes
1764,triprotic,"[2.2560746029633503, 4.587537340823371, 6.174015670796142]",2.05,7.76,7.79,8,Yes
1765,monoprotic,2.88,2.04,3.20,3.15,6,Yes
1766,monoprotic,2.07,1.88,3.71,3.77,3,Yes
1767,triprotic,"[2.496069483520441, 4.565450398071361, 7.093574531307212]",2.68,3.05,2.95,39,Yes
1768,triprotic,"[3.391830803693138, 4.0273452111959465, 6.240579653388899]",2.41,2.60,2.53,2,Yes
1769,diprotic,"[3.132702030208217, 4.852810252768086]",2.21,7.65,7.59,16,Yes
1770,triprotic,"[2.260078179303621, 5.995709972284081, 7.974320414697812]",2.14,5.94,5.86,5,Yes
1771,monoprotic,5.10,1.59,3.55,3.52,6,Yes
1772,monoprotic,4.22,2.14,2.49,2.52,4,Yes
1773,triprotic,"[3.5441311131225217, 5.284841184496507, 6.017618644375312]",3.48,7.90,7.88,6,Yes
1774,monoprotic,2.47,2.40,9.90,9.86,9,Yes
1775,diprotic,"[2.4434820292701076, 5.965453745176959]",1.81,7.89,7.82,10,Yes
1776,monoprotic,4.21,1.77,9.04,8.94,21,Yes
1777,triprotic,"[3.4192332092384072, 4.1288657910501625, 6.6612631779206595]",1.96,10.84,10.87,6,Yes
1778,monoprotic,5.91,2.43,4.97,5.00,5,Yes
1779,diprotic,"[3.0075125958592013, 5.455713262256806]",1.61,6.44,6.38,6,Yes
1780,triprotic,"[2.451099786053665, 4.297443665993892, 6.643764986458643]",2.76,10.47,10.50,12,Yes
1781,triprotic,"[3.0439245581456693, 4.5452017073358055, 6.467308478598033]",2.17,9.15,9.09,11,Yes
1782,triprotic,"[3.0903977092900217, 5.188793389216696, 7.007927926288595]",2.42,9.10,9.06,13,Yes
1783,diprotic,"[2.7437009238319243, 5.919735951926555]",2.49,4.69,4.72,4,Yes
1784,diprotic,"[2.9982462908776144, 4.947568677402197]",2.46,3.24,3.16,6,Yes
1785,diprotic,"[2.925041043578232, 4.056481174937409]",2.42,8.63,8.71,20,Yes
1786,triprotic,"[3.9170005147756743, 5.425201274352249, 6.455230578471202]",2.35,3.35,3.44,1,Yes
1787,triprotic,"[3.5682754386207707, 5.00356883981589, 7.067041117147686]",2.38,7.35,7.25,9,Yes
1788,triprotic,"[3.885339827758397, 4.610366821801306, 7.185390893267056]",1.87,8.45,8.36,8,Yes
1789,diprotic,"[2.784942806564323, 5.25321283459663]",1.77,7.65,7.69,9,Yes
1790,triprotic,"[2.341352603935535, 5.927787010763782, 7.2540259810882715]",2.73,3.48,2.42,50,No
1791,diprotic,"[3.3018652213684696, 6.8732677632737165]",1.83,9.89,9.82,6,Yes
1792,diprotic,"[2.128872565904848, 4.39425132353189]",1.77,7.53,7.48,19,Yes
1793,diprotic,"[2.4202821957991754, 6.833060858308384]",1.67,6.89,6.79,5,Yes
1794,monoprotic,2.69,1.99,7.89,8.45,50,No
1795,diprotic,"[3.9213055235473577, 5.329580686038695]",1.78,2.77,2.76,4,Yes
1796,triprotic,"[3.0528440838041826, 5.525009580439583, 7.854760700928388]",1.86,8.61,8.56,9,Yes
1797,diprotic,"[3.158895493080066, 4.399228942007487]",1.74,7.90,7.81,23,Yes
1798,triprotic,"[3.7831342254601843, 5.258258574369426, 6.652787774352427]",2.27,5.02,4.92,7,Yes
1799,monoprotic,2.21,1.57,5.34,5.31,10,Yes
1800,triprotic,"[2.8416643530814607, 5.894656788708378, 6.119163698766832]",3.06,2.68,2.59,11,Yes
1801,diprotic,"[2.3059710129173205, 5.616239059703357]",2.60,5.15,5.08,22,Yes
1802,triprotic,"[3.5799532540339563, 5.893502724492921, 7.151020780382927]",2.16,5.32,5.26,5,Yes
1803,diprotic,"[2.500350149346106, 6.804917568847507]",2.29,5.01,4.99,7,Yes
1804,diprotic,"[3.606232335982207, 5.341298328436183]",1.71,3.10,3.18,3,Yes
1805,diprotic,"[3.5985895818184286, 6.159322727199063]",2.08,7.81,7.87,6,Yes
1806,triprotic,"[2.5073692499863647, 5.282402781842902, 6.149306647086238]",1.80,8.16,8.11,14,Yes
1807,monoprotic,5.12,1.89,8.45,8.54,22,Yes
1808,diprotic,"[3.8512747742657796, 5.151899879240359]",1.68,3.98,3.89,5,Yes
1809,diprotic,"[3.8810085736416537, 6.573360623580347]",2.91,5.52,5.47,4,Yes
1810,monoprotic,4.31,2.37,8.07,8.17,21,Yes
1811,triprotic,"[3.6772748165880054, 4.981960511408806, 6.391648296345716]",1.93,8.36,8.35,13,Yes
1812,diprotic,"[2.159172697073374, 4.5824056741881085]",2.17,7.91,7.83,20,Yes
1813,monoprotic,2.87,2.18,10.20,10.23,12,Yes
1814,triprotic,"[3.377757578870193, 5.734061847560191, 6.198238799125226]",1.92,9.87,9.89,11,Yes
1815,diprotic,"[3.0951524624181923, 4.364296605452968]",1.65,7.35,7.40,15,Yes
1816,monoprotic,5.36,2.04,3.61,3.64,8,Yes
1817,monoprotic,5.87,3.10,4.88,4.83,5,Yes
1818,monoprotic,2.78,2.83,10.04,10.09,10,Yes
1819,triprotic,"[3.551317088804119, 4.185037110145097, 7.2787238024110845]",2.46,5.70,5.66,7,Yes
1820,triprotic,"[3.640913351378016, 4.173852513758907, 7.204930935811527]",3.45,7.20,2.55,50,No
1821,diprotic,"[3.290139254932281, 4.116493087345065]",2.46,7.98,8.00,22,Yes
1822,diprotic,"[3.928580404908063, 5.244718359351208]",2.40,2.65,2.69,2,Yes
1823,monoprotic,3.66,1.64,6.19,6.23,11,Yes
1824,diprotic,"[3.4389173657743166, 6.58833801553673]",2.15,7.22,7.15,7,Yes
1825,triprotic,"[2.8261324370601493, 4.235422339996606, 7.129188647032626]",1.61,6.37,6.35,6,Yes
1826,diprotic,"[3.1795431806489725, 5.263485491401992]",1.74,2.37,2.44,3,Yes
1827,monoprotic,3.92,1.59,8.16,8.21,11,Yes
1828,triprotic,"[3.847803902223271, 4.945481546263797, 6.051497534955845]",2.21,10.67,10.69,12,Yes
1829,monoprotic,3.64,2.25,5.60,5.64,8,Yes
1830,monoprotic,2.95,1.85,6.90,6.99,26,Yes
1831,triprotic,"[3.77555914349841, 5.2594245651031, 7.717780096640746]",2.79,8.28,8.20,9,Yes
1832,monoprotic,4.04,2.25,2.01,2.00,2,Yes
1833,diprotic,"[3.806489613612989, 6.19021955563596]",2.17,10.12,10.10,13,Yes
1834,monoprotic,2.94,2.94,4.69,4.73,23,Yes
1835,monoprotic,5.64,2.66,6.37,6.35,4,Yes
1836,triprotic,"[3.0383994076344747, 4.250385892036188, 7.2753066955937715]",2.49,7.91,7.84,9,Yes
1837,monoprotic,2.55,2.15,7.46,7.53,13,Yes
1838,monoprotic,2.64,2.40,5.37,5.40,10,Yes
1839,triprotic,"[3.4463689394657306, 4.069217028142705, 7.4628496450827795]",2.46,6.98,6.93,4,Yes
1840,triprotic,"[2.326978057393543, 4.594765323907618, 7.749291356302356]",3.09,3.08,1.77,50,No
1841,monoprotic,2.01,1.80,7.65,7.30,50,No
1842,triprotic,"[2.085782170841717, 5.8161479341412425, 6.77395381308231]",2.90,7.02,6.92,33,Yes
1843,monoprotic,3.40,1.71,6.86,6.96,21,Yes
1844,diprotic,"[2.622431245314906, 5.381786752820444]",2.47,10.03,9.97,14,Yes
1845,monoprotic,4.55,1.77,3.54,3.53,4,Yes
1846,diprotic,"[3.997634553174004, 6.767675899678219]",1.91,3.37,3.45,4,Yes
1847,monoprotic,5.39,2.45,7.71,7.73,12,Yes
1848,diprotic,"[2.574142943838029, 6.727368357726711]",2.01,4.35,4.32,5,Yes
1849,diprotic,"[2.739343726601361, 5.896069693309747]",1.78,8.60,8.60,7,Yes
1850,triprotic,"[3.230106747054336, 5.989639006597851, 6.96034142316166]",1.71,10.22,10.19,6,Yes
1851,diprotic,"[3.489175318996142, 6.677436594075602]",2.22,3.31,3.22,3,Yes
1852,diprotic,"[2.185906603021027, 4.2275223451670385]",1.61,3.98,3.89,6,Yes
1853,monoprotic,5.95,2.23,5.62,5.72,5,Yes
1854,diprotic,"[3.276822351785097, 5.549738135569227]",2.10,3.98,3.94,6,Yes
1855,triprotic,"[2.14369813694225, 5.565649383093383, 6.029574722865702]",2.37,6.60,6.51,12,Yes
1856,monoprotic,2.04,2.37,8.48,8.40,18,Yes
1857,monoprotic,4.60,1.61,8.08,8.11,22,Yes
1858,diprotic,"[3.1433157667349745, 5.20016601325157]",2.16,5.61,5.55,8,Yes
1859,diprotic,"[3.0690032207310787, 5.418203014103187]",2.18,4.73,4.69,5,Yes
1860,diprotic,"[3.5946886515122722, 4.706767526856436]",2.08,2.80,2.89,2,Yes
1861,triprotic,"[3.8481221145092848, 4.3578115904697405, 7.04899781783406]",1.85,8.47,8.47,8,Yes
1862,triprotic,"[3.6240031768605485, 5.671965342083191, 7.29918845247031]",2.85,7.47,7.38,10,Yes
1863,diprotic,"[3.2140428695681384, 6.479146234418669]",1.74,5.53,5.56,3,Yes
1864,triprotic,"[3.09811067940268, 5.588070736471395, 7.5867120583464605]",2.27,6.57,6.54,8,Yes
1865,monoprotic,2.91,1.76,3.68,3.63,5,Yes
1866,diprotic,"[2.0097300020383773, 4.972286133861205]",2.49,10.99,11.04,5,Yes
1867,diprotic,"[2.8586355358096274, 5.326355918803962]",1.99,9.44,9.41,14,Yes
1868,monoprotic,2.78,2.42,5.37,5.36,15,Yes
1869,monoprotic,2.11,2.51,2.06,1.97,10,Yes
1870,triprotic,"[2.248425447144255, 4.110791658967591, 7.5906512578869005]",1.89,8.80,8.85,7,Yes
1871,diprotic,"[3.0780357791995527, 5.276689011333707]",2.62,6.81,6.72,7,Yes
1872,monoprotic,5.91,1.98,4.38,4.34,8,Yes
1873,diprotic,"[2.985187840104662, 6.147578824502638]",2.40,9.08,9.03,13,Yes
1874,triprotic,"[2.4490964771376507, 4.7368391297317025, 7.380361188314279]",2.10,7.25,7.16,7,Yes
1875,monoprotic,4.60,2.36,6.21,6.25,4,Yes
1876,diprotic,"[3.2610237446415575, 4.257742066988253]",1.84,5.56,5.49,7,Yes
1877,triprotic,"[3.648659203953712, 5.186734712351281, 6.225927870231558]",2.21,5.15,5.08,9,Yes
1878,monoprotic,5.35,2.32,7.55,7.48,6,Yes
1879,diprotic,"[3.619420058079873, 5.623908181515778]",2.58,4.06,4.00,6,Yes
1880,monoprotic,2.54,3.24,4.73,4.76,26,Yes
1881,triprotic,"[2.219343006149353, 4.9182071952971675, 7.1348160145221975]",1.96,6.36,6.33,7,Yes
1882,monoprotic,3.50,2.01,9.05,9.04,19,Yes
1883,diprotic,"[2.546129383128127, 6.7640544303316235]",1.85,6.30,6.28,2,Yes
1884,monoprotic,5.15,2.40,5.16,5.22,2,Yes
1885,diprotic,"[3.7571099028944968, 5.4056197969902025]",2.56,2.81,2.80,2,Yes
1886,triprotic,"[2.111920094984752, 5.5866403118038255, 6.233892861982731]",2.29,3.41,3.46,24,Yes
1887,diprotic,"[3.445419237600884, 6.567487919055519]",2.23,5.23,5.21,4,Yes
1888,monoprotic,3.58,2.16,6.93,7.02,22,Yes
1889,diprotic,"[2.118172532621415, 4.294239275588715]",2.80,6.11,6.15,45,Yes
1890,diprotic,"[2.766593699243508, 4.32947665808276]",2.46,7.77,7.75,24,Yes
1891,triprotic,"[3.128154576203528, 4.203276873761805, 7.068290885167152]",1.71,8.59,8.58,9,Yes
1892,monoprotic,3.23,1.82,9.75,9.71,10,Yes
1893,monoprotic,3.64,1.83,3.45,3.46,1,Yes
1894,triprotic,"[3.3435828265676077, 5.567472860244277, 7.118594183715004]",2.94,8.22,8.24,8,Yes
1895,triprotic,"[3.9652431633708165, 4.792815710435905, 7.306966564770503]",1.82,8.66,8.56,8,Yes
1896,diprotic,"[3.063251971889314, 4.609693423638978]",1.64,2.98,2.92,4,Yes
1897,monoprotic,4.77,1.89,4.82,4.87,2,Yes
1898,diprotic,"[3.876675158251997, 4.047949510398665]",2.57,7.37,7.47,25,Yes
1899,triprotic,"[3.5349157805490163, 4.714885387612256, 7.429078550849926]",2.48,3.47,3.40,5,Yes
1900,diprotic,"[2.2869712838499656, 5.944180741851958]",1.66,2.66,2.57,6,Yes
1901,diprotic,"[3.7174463604786663, 6.92670161579934]",1.91,2.20,2.29,6,Yes
1902,diprotic,"[3.1030816771372667, 6.919654664704838]",2.16,10.01,10.01,13,Yes
1903,monoprotic,5.99,2.78,8.83,8.93,10,Yes
1904,triprotic,"[2.2063382500036712, 4.710638071258646, 6.876562185698146]",3.43,8.31,6.08,50,No
1905,triprotic,"[3.7865253873340707, 4.499329862264074, 7.980593770717599]",3.41,9.91,9.86,12,Yes
1906,monoprotic,4.62,2.38,4.16,4.24,4,Yes
1907,diprotic,"[2.491907972812159, 6.956186715624163]",1.68,7.56,7.48,6,Yes
1908,monoprotic,4.64,2.31,2.41,2.49,8,Yes
1909,monoprotic,3.24,2.47,7.54,7.88,50,No
1910,diprotic,"[3.9314268259155094, 5.174729343836544]",2.02,2.25,2.31,7,Yes
1911,monoprotic,4.38,2.36,2.07,2.11,1,Yes
1912,triprotic,"[3.1575574513315403, 5.414062661347918, 7.285451010636195]",2.24,9.30,9.32,7,Yes
1913,monoprotic,3.26,2.38,9.73,9.71,7,Yes
1914,triprotic,"[2.2857046262306717, 4.283433983124054, 7.237202041402225]",2.42,5.45,5.42,6,Yes
1915,triprotic,"[2.8548236632630117, 5.917005932336339, 6.995036894813245]",2.89,6.34,6.25,9,Yes
1916,diprotic,"[2.5533597458375246, 6.346036731843305]",2.66,7.46,7.40,5,Yes
1917,monoprotic,4.11,1.74,10.80,10.83,8,Yes
1918,monoprotic,5.40,1.93,4.84,4.89,6,Yes
1919,monoprotic,2.35,2.07,2.21,2.12,48,Yes
1920,diprotic,"[3.3242765136554886, 5.890824372698736]",1.68,5.48,5.41,5,Yes
1921,triprotic,"[3.750362249260296, 5.4457190063579555, 6.156474198369978]",2.02,10.81,10.75,9,Yes
1922,monoprotic,3.57,1.66,4.02,3.93,4,Yes
1923,triprotic,"[3.393006314107403, 5.647359875682049, 7.617349560741779]",1.60,5.32,5.26,6,Yes
1924,diprotic,"[2.637303480193837, 6.384792291616272]",1.96,8.61,8.57,14,Yes
1925,triprotic,"[3.8103638521885674, 5.096815272811319, 6.076839952979163]",1.97,4.84,4.75,8,Yes
1926,monoprotic,2.64,2.13,7.90,7.56,50,No
1927,diprotic,"[2.5618812105904616, 4.104223307796203]",2.19,10.02,10.05,12,Yes
1928,diprotic,"[3.263083799822098, 6.371493938641548]",2.36,4.68,4.77,4,Yes
1929,monoprotic,3.82,2.31,5.76,5.82,9,Yes
1930,triprotic,"[3.5766430035807835, 4.777875836971285, 7.833278548777495]",2.11,2.59,2.65,3,Yes
1931,monoprotic,5.56,1.59,10.80,10.78,7,Yes
1932,triprotic,"[2.4430792787662434, 5.673620449022858, 7.8810281755439515]",2.13,6.94,6.86,6,Yes
1933,monoprotic,4.11,2.43,7.64,7.65,22,Yes
1934,diprotic,"[2.272504182246548, 4.700404168514003]",2.68,9.09,9.04,23,Yes
1935,diprotic,"[2.1508651936353917, 4.083968485193512]",1.94,10.05,10.12,13,Yes
1936,diprotic,"[2.0598231679819095, 6.880534767999642]",3.44,8.57,7.28,50,No
1937,monoprotic,5.67,2.14,3.75,3.69,8,Yes
1938,diprotic,"[3.3553422866499254, 5.848826863359843]",1.57,3.85,3.80,5,Yes
1939,monoprotic,3.16,1.60,5.49,5.51,9,Yes
1940,monoprotic,5.04,1.77,5.43,5.37,1,Yes
1941,triprotic,"[2.782763544484293, 4.210435730324846, 6.0360748641861495]",1.87,4.30,4.23,9,Yes
1942,monoprotic,3.06,2.11,4.18,4.15,4,Yes
1943,triprotic,"[3.0994269602897706, 4.130103580621804, 6.933552059686001]",2.90,3.34,3.23,50,No
1944,diprotic,"[3.6757361918162474, 4.30379134507019]",1.68,8.31,8.36,17,Yes
1945,diprotic,"[3.4449139200534358, 4.337688695211898]",2.46,9.31,9.38,13,Yes
1946,triprotic,"[3.31315970930536, 4.35474580002946, 6.051345379792953]",1.75,8.60,8.59,16,Yes
1947,triprotic,"[3.1870616048007685, 5.220726294054896, 6.60983303481875]",1.62,4.90,4.83,6,Yes
1948,monoprotic,3.37,1.71,7.60,7.94,50,No
1949,monoprotic,2.32,1.98,3.42,3.45,5,Yes
1950,diprotic,"[2.8477703549334947, 5.7450826416039416]",2.81,4.35,4.39,23,Yes
1951,diprotic,"[2.171496079131152, 4.992853567672602]",2.36,7.09,6.99,12,Yes
1952,triprotic,"[2.3926022040043735, 5.417953821717935, 6.988723463581638]",3.22,10.38,10.41,10,Yes
1953,triprotic,"[2.89553291114228, 4.295807931904999, 7.755078820009611]",2.58,8.17,8.10,9,Yes
1954,triprotic,"[3.9989583579334194, 4.952309231338478, 7.394662883378478]",2.05,3.84,3.80,1,Yes
1955,monoprotic,3.62,2.33,5.53,5.45,9,Yes
1956,triprotic,"[2.0274509406170838, 4.378457795267804, 7.455004905694095]",2.42,2.09,1.99,12,Yes
1957,monoprotic,5.06,1.61,9.02,9.08,21,Yes
1958,diprotic,"[3.4279834892631698, 5.764567123522077]",1.75,7.68,7.60,9,Yes
1959,triprotic,"[2.7763640548877153, 5.794256358841169, 7.737360282885604]",2.70,4.26,4.31,23,Yes
1960,triprotic,"[2.731240721725739, 5.500733660455975, 6.046213550410854]",1.77,2.34,2.27,3,Yes
1961,diprotic,"[3.140396628576699, 5.654575681965052]",1.88,6.88,6.83,7,Yes
1962,diprotic,"[3.9906977922410745, 5.180022169892744]",1.72,3.33,3.36,5,Yes
1963,triprotic,"[3.6557395850242127, 4.616131319481879, 7.63136515788198]",2.14,4.09,3.99,7,Yes
1964,monoprotic,3.65,1.61,7.48,7.63,50,No
1965,diprotic,"[2.3433484482840647, 5.230382482019273]",2.10,6.62,6.58,7,Yes
1966,triprotic,"[2.712530903247998, 5.173219168317612, 7.440626200015503]",1.63,8.43,8.41,8,Yes
1967,triprotic,"[2.057629158904458, 4.5398951278764486, 7.588453313807038]",2.39,4.55,4.49,33,Yes
1968,diprotic,"[2.922131313201609, 4.61192493561676]",2.01,10.00,10.06,16,Yes
1969,triprotic,"[3.6874788025617624, 4.343060358728907, 7.369586508816795]",3.34,10.18,10.10,6,Yes
1970,monoprotic,3.13,1.60,2.15,2.20,4,Yes
1971,monoprotic,3.99,1.62,8.83,8.77,20,Yes
1972,monoprotic,5.94,2.15,8.39,8.37,6,Yes
1973,monoprotic,3.69,1.68,10.41,10.47,12,Yes
1974,diprotic,"[2.6956734712300365, 6.567291498702643]",1.89,5.16,5.26,4,Yes
1975,monoprotic,3.51,2.44,3.92,3.83,5,Yes
1976,monoprotic,4.94,1.76,2.78,2.73,5,Yes
1977,diprotic,"[2.986499993215391, 4.702704222936223]",3.45,7.86,7.78,20,Yes
1978,monoprotic,5.70,1.73,8.22,8.26,14,Yes
1979,triprotic,"[3.569062532511361, 4.185049796853663, 7.980371214794341]",2.38,9.18,9.27,7,Yes
1980,diprotic,"[2.3347122612269082, 4.7989742182470785]",2.10,4.36,4.29,5,Yes
1981,diprotic,"[3.105431384722116, 5.93864401395814]",2.08,7.41,7.48,7,Yes
1982,monoprotic,2.12,2.97,7.15,6.23,50,No
1983,triprotic,"[3.5497614737309755, 4.9087793203406465, 6.034363253300837]",1.69,8.65,8.72,11,Yes
1984,triprotic,"[3.522565693298352, 5.569641194042157, 7.872297337317862]",1.86,6.08,6.01,8,Yes
1985,diprotic,"[3.2199872893602723, 6.786945196032706]",2.87,6.71,6.62,5,Yes
1986,triprotic,"[3.7247626922107133, 4.893073738494908, 6.388539243011988]",2.04,4.42,4.32,7,Yes
1987,monoprotic,3.92,2.45,2.87,2.91,2,Yes
1988,diprotic,"[2.1358466777025162, 5.8312568889892775]",3.28,4.17,2.43,50,No
1989,triprotic,"[2.0324343511598846, 4.781171048478871, 7.914544859378365]",2.14,4.05,4.00,24,Yes
1990,triprotic,"[2.7480987066809144, 4.88569389959265, 7.252002233650944]",1.62,3.17,3.12,6,Yes
1991,diprotic,"[2.936776493043558, 5.210600212229935]",2.37,6.44,6.52,6,Yes
1992,monoprotic,5.77,3.00,6.41,6.36,4,Yes
1993,monoprotic,3.96,1.62,5.85,5.82,2,Yes
1994,triprotic,"[3.468967071345575, 4.397259787000783, 6.798015784254303]",2.08,3.63,3.55,6,Yes
1995,triprotic,"[2.801471377043316, 4.526795099683868, 7.5381856634154225]",1.90,9.11,9.05,10,Yes
1996,monoprotic,2.48,1.86,5.89,5.96,21,Yes
1997,diprotic,"[2.610924492376461, 5.1160918343072375]",2.14,7.83,7.85,14,Yes
1998,monoprotic,5.16,1.67,7.68,7.72,12,Yes
1999,monoprotic,4.10,2.02,4.16,4.10,2,Yes
2000,triprotic,"[3.4161384640938968, 4.562997180989744, 7.587942820711715]",1.95,3.65,3.58,6,Yes
2001,diprotic,"[2.500690151983852, 6.42643745214785]",2.39,7.84,7.76,6,Yes
2002,triprotic,"[3.9282073110684146, 4.106200556461866, 7.3638260929859545]",1.92,6.84,6.74,4,Yes
2003,monoprotic,2.01,2.25,9.59,9.67,15,Yes
2004,diprotic,"[3.8200488441744564, 6.914718767378314]",2.92,5.75,5.79,4,Yes
2005,diprotic,"[3.5835158417794593, 6.209005106545519]",1.62,9.51,9.57,16,Yes
2006,diprotic,"[2.493209574348233, 6.968633372428338]",1.98,9.62,9.61,12,Yes
2007,triprotic,"[3.7781034469513717, 5.150593950519356, 6.11813155377889]",2.47,9.42,9.46,16,Yes
2008,monoprotic,4.95,1.61,3.36,3.39,6,Yes
2009,diprotic,"[2.7799747261225125, 4.6851785620568]",2.46,10.13,10.14,10,Yes
2010,triprotic,"[2.4598671343633054, 5.215441707222684, 7.436289982758197]",3.33,3.66,2.43,50,No
2011,monoprotic,4.57,1.70,5.66,5.67,3,Yes
2012,diprotic,"[3.240730191892596, 4.970018163704539]",1.85,9.51,9.44,18,Yes
2013,monoprotic,3.32,1.77,4.62,4.53,3,Yes
2014,monoprotic,2.00,2.10,4.08,4.01,8,Yes
2015,diprotic,"[3.887448398886904, 4.169323540120189]",2.28,6.06,5.98,8,Yes
2016,monoprotic,5.65,1.64,6.85,6.77,2,Yes
2017,monoprotic,5.36,2.09,2.93,2.92,7,Yes
2018,monoprotic,3.36,2.43,3.04,2.96,3,Yes
2019,diprotic,"[2.572910904158909, 5.435962024208175]",1.94,9.69,9.70,14,Yes
2020,monoprotic,4.35,2.08,7.03,7.09,14,Yes
2021,diprotic,"[3.749263735278703, 4.466516862249396]",1.80,4.84,4.76,10,Yes
2022,diprotic,"[3.7244285157465677, 6.880660776584255]",2.30,9.88,9.94,9,Yes
2023,diprotic,"[2.629481561761188, 5.677682870984243]",2.14,2.72,2.66,16,Yes
2024,triprotic,"[2.2433523858316304, 5.874446075511023, 6.456272201429925]",2.01,2.26,2.17,32,Yes
2025,diprotic,"[3.7822316170322656, 5.466538671838434]",1.86,5.74,5.67,8,Yes
2026,monoprotic,2.96,1.75,4.86,4.89,4,Yes
2027,triprotic,"[3.9970907835878764, 5.618083298418845, 6.091829267144343]",1.69,9.24,9.21,15,Yes
2028,diprotic,"[3.5616554840907106, 6.915192558065511]",3.09,3.19,2.54,50,No
2029,triprotic,"[3.0766528286990624, 4.269512303472325, 6.031194770744058]",2.52,2.43,2.35,23,Yes
2030,monoprotic,2.48,1.74,4.33,4.40,7,Yes
2031,triprotic,"[3.484102003240536, 4.023266797366054, 7.60454029304048]",1.63,3.14,3.14,1,Yes
2032,triprotic,"[3.3997187657498205, 4.324111771239919, 7.453654983007649]",1.76,8.40,8.35,8,Yes
2033,diprotic,"[3.8273871153016357, 6.232487602046857]",2.44,8.88,8.91,16,Yes
2034,diprotic,"[3.4654789657112692, 5.576240899484652]",1.89,8.54,8.56,13,Yes
2035,triprotic,"[3.1981426970568947, 4.059502718377124, 6.36307290474966]",2.46,4.96,4.89,8,Yes
2036,monoprotic,4.04,1.87,9.73,9.74,6,Yes
2037,diprotic,"[2.810685123010182, 5.421600888001411]",2.51,5.14,5.08,6,Yes
2038,diprotic,"[3.30890345385194, 6.531607228910091]",2.16,6.22,6.16,5,Yes
2039,diprotic,"[3.1477756713315195, 4.922786979098941]",2.12,3.00,2.94,4,Yes
2040,monoprotic,4.00,2.48,9.14,9.06,20,Yes
2041,monoprotic,3.75,2.28,4.65,4.56,4,Yes
2042,monoprotic,2.91,1.85,3.77,3.73,5,Yes
2043,monoprotic,2.29,2.64,7.71,7.41,50,No
2044,diprotic,"[2.768650359221234, 4.588631332793019]",1.81,2.30,2.20,2,Yes
2045,monoprotic,5.40,1.84,10.22,10.28,12,Yes
2046,triprotic,"[2.0106239382007027, 4.1472030407787095, 6.098685560473931]",2.32,5.65,5.59,8,Yes
2047,monoprotic,3.64,2.56,2.30,2.22,2,Yes
2048,monoprotic,4.88,2.95,9.39,9.47,16,Yes
2049,monoprotic,3.15,2.39,5.02,5.02,8,Yes
2050,diprotic,"[3.440550876576795, 5.340449727231293]",1.79,9.71,9.70,15,Yes
2051,monoprotic,3.26,2.11,7.04,7.00,23,Yes
2052,triprotic,"[2.688225182008992, 5.275995031239397, 6.248276069526208]",1.75,3.71,3.69,5,Yes
2053,triprotic,"[2.49086965778937, 5.458640339095384, 6.852011651804837]",1.62,3.81,3.84,4,Yes
2054,monoprotic,2.66,2.94,10.01,10.00,6,Yes
2055,triprotic,"[3.206956093334619, 4.409963061436838, 6.079798150993531]",1.97,10.11,10.11,15,Yes
2056,triprotic,"[3.9356267805577554, 5.811403243461506, 7.2530228917495485]",3.33,9.30,9.38,9,Yes
2057,diprotic,"[3.055156305552293, 4.105048743009431]",1.67,3.45,3.36,7,Yes
2058,monoprotic,2.36,1.83,9.37,9.40,14,Yes
2059,diprotic,"[2.6362801993788927, 5.004320180209426]",1.58,6.77,6.76,10,Yes
2060,triprotic,"[2.321400657786882, 5.191523662431804, 6.196917151007892]",1.78,6.53,6.44,11,Yes
2061,diprotic,"[3.172748093225294, 4.664396669257597]",1.96,2.73,2.65,2,Yes
2062,triprotic,"[3.061580454301591, 4.451213552127278, 7.692399537286794]",2.30,7.15,7.10,5,Yes
2063,diprotic,"[3.6661704759444147, 4.588056053421746]",2.65,8.86,8.79,23,Yes
2064,triprotic,"[2.296067468111378, 5.911258395878583, 6.631546173845683]",1.84,5.90,5.82,8,Yes
2065,triprotic,"[3.0988917252354717, 5.389604451366696, 6.577533071017068]",2.13,8.21,8.23,11,Yes
